HTNO,SUBCODE,EM
219Y5A0324,2003603,40
219Y5A0327,2003603,38
219Y5A0328,2003603,43
219Y5A0329,2003603,37
219Y5A0330,2003603,39
219Y5A0331,2003603,43
219Y5A0332,2003603,47
219Y5A0333,2003603,46
219Y5A0334,2003603,52
219Y5A0336,2003603,48
219Y5A0337,2003603,47
219Y5A0338,2003603,42
219Y5A0339,2003603,41
219Y5A0340,2003603,50
219Y5A0341,2003603,45
199Y1A0301,2003604,-1
209Y1A0301,2003604,41
209Y1A0303,2003604,38
209Y1A0304,2003604,22
209Y1A0305,2003604,36
209Y1A0306,2003604,42
209Y1A0307,2003604,25
209Y1A0308,2003604,29
209Y1A0309,2003604,11
209Y1A0310,2003604,25
209Y1A0311,2003604,43
209Y1A0312,2003604,32
209Y1A0313,2003604,2
209Y1A0314,2003604,52
209Y1A0315,2003604,50
209Y1A0316,2003604,23
209Y1A0317,2003604,1
209Y1A0318,2003604,12
209Y1A0320,2003604,52
209Y1A0321,2003604,5
209Y1A0322,2003604,49
209Y1A0323,2003604,30
209Y1A0324,2003604,28
209Y1A0325,2003604,21
209Y1A0326,2003604,52
209Y1A0327,2003604,9
209Y1A0328,2003604,6
209Y1A0329,2003604,46
209Y1A0330,2003604,10
209Y1A0331,2003604,4
209Y1A0332,2003604,34
209Y1A0333,2003604,25
209Y1A0334,2003604,39
209Y1A0335,2003604,43
209Y1A0336,2003604,1
209Y1A0337,2003604,9
209Y1A0338,2003604,10
209Y1A0339,2003604,9
209Y1A0342,2003604,38
209Y1A0343,2003604,36
209Y1A0344,2003604,26
209Y1A0345,2003604,14
209Y1A0346,2003604,51
209Y1A0347,2003604,24
209Y1A0348,2003604,25
209Y1A0349,2003604,37
209Y1A0350,2003604,15
209Y1A0351,2003604,38
209Y1A0353,2003604,15
209Y1A0354,2003604,24
209Y1A0355,2003604,24
209Y1A0356,2003604,47
209Y1A0357,2003604,28
209Y1A0358,2003604,34
209Y1A0360,2003604,38
209Y1A0361,2003604,45
209Y1A0362,2003604,52
209Y1A0363,2003604,56
209Y1A0364,2003604,32
209Y1A0365,2003604,6
209Y1A0366,2003604,46
209Y1A0367,2003604,55
219Y5A0301,2003604,48
219Y5A0302,2003604,29
219Y5A0304,2003604,34
219Y5A0305,2003604,43
219Y5A0306,2003604,43
219Y5A0307,2003604,44
219Y5A0308,2003604,42
219Y5A0309,2003604,38
219Y5A0310,2003604,40
219Y5A0311,2003604,38
219Y5A0312,2003604,52
219Y5A0313,2003604,45
219Y5A0314,2003604,36
219Y5A0315,2003604,45
219Y5A0317,2003604,40
219Y5A0318,2003604,44
219Y5A0319,2003604,29
219Y5A0320,2003604,39
219Y5A0321,2003604,39
219Y5A0322,2003604,42
219Y5A0323,2003604,50
219Y5A0324,2003604,40
219Y5A0327,2003604,31
219Y5A0328,2003604,48
219Y5A0329,2003604,52
219Y5A0330,2003604,40
219Y5A0331,2003604,42
219Y5A0332,2003604,52
219Y5A0333,2003604,46
219Y5A0334,2003604,52
219Y5A0336,2003604,40
219Y5A0337,2003604,44
219Y5A0338,2003604,37
219Y5A0339,2003604,51
219Y5A0340,2003604,54
219Y5A0341,2003604,34
199Y1A0301,2003609,47
209Y1A0301,2003609,57
209Y1A0303,2003609,56
209Y1A0304,2003609,56
209Y1A0305,2003609,55
209Y1A0306,2003609,55
209Y1A0307,2003609,53
209Y1A0308,2003609,55
209Y1A0309,2003609,46
209Y1A0310,2003609,51
209Y1A0311,2003609,50
209Y1A0312,2003609,53
209Y1A0313,2003609,46
209Y1A0314,2003609,46
209Y1A0315,2003609,57
209Y1A0316,2003609,54
209Y1A0317,2003609,47
209Y1A0318,2003609,46
209Y1A0320,2003609,56
209Y1A0321,2003609,55
209Y1A0322,2003609,54
209Y1A0323,2003609,57
209Y1A0324,2003609,51
209Y1A0325,2003609,56
209Y1A0326,2003609,48
209Y1A0327,2003609,50
209Y1A0328,2003609,48
209Y1A0329,2003609,53
209Y1A0330,2003609,50
209Y1A0331,2003609,48
209Y1A0332,2003609,55
209Y1A0333,2003609,58
209Y1A0334,2003609,57
209Y1A0335,2003609,46
209Y1A0336,2003609,55
209Y1A0337,2003609,57
209Y1A0338,2003609,56
209Y1A0339,2003609,57
209Y1A0342,2003609,55
209Y1A0343,2003609,53
209Y1A0344,2003609,54
209Y1A0345,2003609,56
209Y1A0346,2003609,56
209Y1A0347,2003609,55
209Y1A0348,2003609,54
209Y1A0349,2003609,55
209Y1A0350,2003609,57
209Y1A0351,2003609,56
209Y1A0353,2003609,53
209Y1A0354,2003609,55
209Y1A0355,2003609,46
209Y1A0356,2003609,44
209Y1A0357,2003609,46
209Y1A0358,2003609,50
209Y1A0360,2003609,46
209Y1A0361,2003609,46
209Y1A0362,2003609,52
209Y1A0363,2003609,47
209Y1A0364,2003609,48
209Y1A0365,2003609,45
209Y1A0366,2003609,46
209Y1A0367,2003609,58
219Y5A0301,2003609,51
219Y5A0302,2003609,53
219Y5A0304,2003609,51
219Y5A0305,2003609,52
219Y5A0306,2003609,56
219Y5A0307,2003609,56
219Y5A0308,2003609,58
219Y5A0309,2003609,48
219Y5A0310,2003609,54
219Y5A0311,2003609,55
219Y5A0312,2003609,48
219Y5A0313,2003609,57
219Y5A0314,2003609,48
219Y5A0315,2003609,54
219Y5A0317,2003609,51
219Y5A0318,2003609,46
219Y5A0319,2003609,44
219Y5A0320,2003609,53
219Y5A0321,2003609,53
219Y5A0322,2003609,52
219Y5A0323,2003609,48
219Y5A0324,2003609,48
219Y5A0327,2003609,51
219Y5A0328,2003609,52
219Y5A0329,2003609,47
219Y5A0330,2003609,47
219Y5A0331,2003609,45
219Y5A0332,2003609,52
219Y5A0333,2003609,57
219Y5A0334,2003609,55
219Y5A0336,2003609,48
219Y5A0337,2003609,48
219Y5A0338,2003609,48
219Y5A0339,2003609,54
219Y5A0340,2003609,54
219Y5A0341,2003609,53
199Y1A0301,2003610,45
209Y1A0301,2003610,55
209Y1A0303,2003610,48
209Y1A0304,2003610,45
209Y1A0305,2003610,44
209Y1A0306,2003610,45
209Y1A0307,2003610,50
209Y1A0308,2003610,45
209Y1A0309,2003610,45
209Y1A0310,2003610,49
209Y1A0311,2003610,51
209Y1A0312,2003610,45
209Y1A0313,2003610,45
209Y1A0314,2003610,53
209Y1A0315,2003610,53
209Y1A0316,2003610,45
209Y1A0317,2003610,47
209Y1A0318,2003610,45
209Y1A0320,2003610,45
209Y1A0321,2003610,45
209Y1A0322,2003610,48
209Y1A0323,2003610,45
209Y1A0324,2003610,52
209Y1A0325,2003610,52
209Y1A0326,2003610,47
209Y1A0327,2003610,48
209Y1A0328,2003610,52
209Y1A0329,2003610,47
209Y1A0330,2003610,46
209Y1A0331,2003610,49
209Y1A0332,2003610,49
209Y1A0333,2003610,45
209Y1A0334,2003610,52
209Y1A0335,2003610,51
209Y1A0336,2003610,50
209Y1A0337,2003610,45
209Y1A0338,2003610,45
209Y1A0339,2003610,53
209Y1A0342,2003610,45
209Y1A0343,2003610,48
209Y1A0344,2003610,46
209Y1A0345,2003610,45
209Y1A0346,2003610,48
209Y1A0347,2003610,50
209Y1A0348,2003610,49
209Y1A0349,2003610,48
209Y1A0350,2003610,48
209Y1A0351,2003610,45
209Y1A0353,2003610,48
209Y1A0354,2003610,48
209Y1A0355,2003610,42
209Y1A0356,2003610,45
209Y1A0357,2003610,49
209Y1A0358,2003610,48
209Y1A0360,2003610,46
209Y1A0361,2003610,46
209Y1A0362,2003610,44
209Y1A0363,2003610,52
209Y1A0364,2003610,52
209Y1A0365,2003610,44
209Y1A0366,2003610,45
209Y1A0367,2003610,53
219Y5A0301,2003610,54
219Y5A0302,2003610,52
219Y5A0304,2003610,53
219Y5A0305,2003610,48
219Y5A0306,2003610,51
219Y5A0307,2003610,49
219Y5A0308,2003610,50
219Y5A0309,2003610,49
219Y5A0310,2003610,45
219Y5A0311,2003610,52
219Y5A0312,2003610,44
219Y5A0313,2003610,49
219Y5A0314,2003610,49
219Y5A0315,2003610,49
219Y5A0317,2003610,52
219Y5A0318,2003610,50
219Y5A0319,2003610,44
219Y5A0320,2003610,48
219Y5A0321,2003610,54
219Y5A0322,2003610,48
219Y5A0323,2003610,52
219Y5A0324,2003610,54
219Y5A0327,2003610,48
219Y5A0328,2003610,47
219Y5A0329,2003610,52
219Y5A0330,2003610,52
219Y5A0331,2003610,48
219Y5A0332,2003610,53
219Y5A0333,2003610,52
219Y5A0334,2003610,52
219Y5A0336,2003610,53
219Y5A0337,2003610,53
219Y5A0338,2003610,51
219Y5A0339,2003610,48
219Y5A0340,2003610,51
219Y5A0341,2003610,52
199Y1A0301,2003611,42
209Y1A0301,2003611,52
209Y1A0303,2003611,48
209Y1A0304,2003611,52
209Y1A0305,2003611,44
209Y1A0306,2003611,50
209Y1A0307,2003611,48
209Y1A0308,2003611,52
209Y1A0309,2003611,-1
209Y1A0310,2003611,52
209Y1A0311,2003611,52
209Y1A0312,2003611,45
209Y1A0313,2003611,-1
209Y1A0314,2003611,46
209Y1A0315,2003611,52
209Y1A0316,2003611,44
209Y1A0317,2003611,45
209Y1A0318,2003611,44
209Y1A0320,2003611,44
209Y1A0321,2003611,44
209Y1A0322,2003611,48
209Y1A0323,2003611,54
209Y1A0324,2003611,47
209Y1A0325,2003611,54
209Y1A0326,2003611,44
209Y1A0327,2003611,54
209Y1A0328,2003611,54
209Y1A0329,2003611,49
209Y1A0330,2003611,44
209Y1A0331,2003611,44
209Y1A0332,2003611,54
209Y1A0333,2003611,54
209Y1A0334,2003611,55
209Y1A0335,2003611,53
209Y1A0336,2003611,44
209Y1A0337,2003611,44
209Y1A0338,2003611,45
209Y1A0339,2003611,54
209Y1A0342,2003611,46
209Y1A0343,2003611,48
209Y1A0344,2003611,44
209Y1A0345,2003611,52
209Y1A0346,2003611,54
209Y1A0347,2003611,51
209Y1A0348,2003611,53
209Y1A0349,2003611,54
209Y1A0350,2003611,50
209Y1A0351,2003611,50
209Y1A0353,2003611,44
209Y1A0354,2003611,45
209Y1A0355,2003611,54
209Y1A0356,2003611,53
209Y1A0357,2003611,55
209Y1A0358,2003611,55
209Y1A0360,2003611,55
209Y1A0361,2003611,52
209Y1A0362,2003611,57
209Y1A0363,2003611,52
209Y1A0364,2003611,55
209Y1A0365,2003611,54
209Y1A0366,2003611,57
209Y1A0367,2003611,56
219Y5A0301,2003611,53
219Y5A0302,2003611,55
219Y5A0304,2003611,57
219Y5A0305,2003611,55
219Y5A0306,2003611,54
219Y5A0307,2003611,57
219Y5A0308,2003611,58
219Y5A0309,2003611,55
219Y5A0310,2003611,51
219Y5A0311,2003611,54
219Y5A0312,2003611,57
219Y5A0313,2003611,58
219Y5A0314,2003611,53
219Y5A0315,2003611,52
219Y5A0317,2003611,57
219Y5A0318,2003611,55
219Y5A0319,2003611,54
219Y5A0320,2003611,55
219Y5A0321,2003611,57
219Y5A0322,2003611,54
219Y5A0323,2003611,57
219Y5A0324,2003611,57
219Y5A0327,2003611,53
219Y5A0328,2003611,56
219Y5A0329,2003611,53
219Y5A0330,2003611,55
219Y5A0331,2003611,52
219Y5A0332,2003611,57
219Y5A0333,2003611,57
219Y5A0334,2003611,57
219Y5A0336,2003611,57
219Y5A0337,2003611,56
219Y5A0338,2003611,57
219Y5A0339,2003611,55
219Y5A0340,2003611,56
219Y5A0341,2003611,56
199Y1A0301,20246S4,-1
209Y1A0301,20246S4,53
209Y1A0303,20246S4,35
209Y1A0304,20246S4,36
209Y1A0305,20246S4,40
209Y1A0306,20246S4,38
209Y1A0307,20246S4,44
209Y1A0308,20246S4,48
209Y1A0309,20246S4,39
209Y1A0310,20246S4,36
209Y1A0311,20246S4,38
209Y1A0312,20246S4,38
209Y1A0313,20246S4,35
209Y1A0314,20246S4,38
209Y1A0315,20246S4,44
209Y1A0316,20246S4,44
209Y1A0317,20246S4,41
209Y1A0318,20246S4,40
209Y1A0320,20246S4,45
209Y1A0321,20246S4,37
209Y1A0322,20246S4,44
209Y1A0323,20246S4,44
209Y1A0324,20246S4,45
209Y1A0325,20246S4,49
209Y1A0326,20246S4,51
209Y1A0327,20246S4,43
209Y1A0328,20246S4,42
209Y1A0329,20246S4,45
209Y1A0330,20246S4,49
209Y1A0331,20246S4,47
209Y1A0332,20246S4,48
209Y1A0333,20246S4,50
209Y1A0334,20246S4,50
209Y1A0335,20246S4,50
209Y1A0336,20246S4,50
209Y1A0337,20246S4,35
209Y1A0338,20246S4,42
209Y1A0339,20246S4,42
209Y1A0342,20246S4,49
209Y1A0343,20246S4,50
209Y1A0344,20246S4,48
209Y1A0345,20246S4,50
209Y1A0346,20246S4,47
209Y1A0347,20246S4,42
209Y1A0348,20246S4,48
209Y1A0349,20246S4,45
209Y1A0350,20246S4,45
209Y1A0351,20246S4,50
209Y1A0353,20246S4,45
209Y1A0354,20246S4,51
209Y1A0355,20246S4,51
209Y1A0356,20246S4,49
209Y1A0357,20246S4,44
209Y1A0358,20246S4,51
209Y1A0360,20246S4,51
209Y1A0361,20246S4,52
209Y1A0362,20246S4,49
209Y1A0363,20246S4,51
209Y1A0364,20246S4,48
209Y1A0365,20246S4,48
209Y1A0366,20246S4,48
209Y1A0367,20246S4,47
219Y5A0301,20246S4,48
219Y5A0302,20246S4,49
219Y5A0304,20246S4,48
219Y5A0305,20246S4,48
219Y5A0306,20246S4,51
219Y5A0307,20246S4,51
219Y5A0308,20246S4,52
219Y5A0309,20246S4,51
219Y5A0310,20246S4,46
219Y5A0311,20246S4,46
219Y5A0312,20246S4,47
219Y5A0313,20246S4,51
219Y5A0314,20246S4,45
219Y5A0315,20246S4,50
219Y5A0317,20246S4,45
219Y5A0318,20246S4,46
219Y5A0319,20246S4,44
219Y5A0320,20246S4,35
219Y5A0321,20246S4,39
219Y5A0322,20246S4,39
219Y5A0323,20246S4,41
219Y5A0324,20246S4,35
219Y5A0327,20246S4,38
219Y5A0328,20246S4,50
219Y5A0329,20246S4,49
219Y5A0330,20246S4,48
219Y5A0331,20246S4,48
219Y5A0332,20246S4,51
219Y5A0333,20246S4,50
219Y5A0334,20246S4,51
219Y5A0336,20246S4,48
219Y5A0337,20246S4,47
219Y5A0338,20246S4,49
219Y5A0339,20246S4,51
219Y5A0340,20246S4,51
219Y5A0341,20246S4,51
209Y1A0401,2004601,30
209Y1A0402,2004601,45
209Y1A0403,2004601,25
209Y1A0404,2004601,39
209Y1A0405,2004601,41
209Y1A0406,2004601,41
209Y1A0407,2004601,29
209Y1A0408,2004601,44
209Y1A0409,2004601,45
209Y1A0410,2004601,42
209Y1A0411,2004601,47
209Y1A0412,2004601,34
209Y1A0413,2004601,36
209Y1A0414,2004601,41
209Y1A0416,2004601,44
209Y1A0417,2004601,45
209Y1A0418,2004601,45
209Y1A0419,2004601,25
209Y1A0420,2004601,32
209Y1A0421,2004601,28
209Y1A0422,2004601,32
209Y1A0423,2004601,44
209Y1A0424,2004601,40
209Y1A0425,2004601,30
209Y1A0426,2004601,47
209Y1A0427,2004601,41
209Y1A0428,2004601,47
209Y1A0429,2004601,25
209Y1A0430,2004601,47
209Y1A0431,2004601,47
209Y1A0432,2004601,42
209Y1A0433,2004601,37
209Y1A0434,2004601,34
209Y1A0435,2004601,36
209Y1A0436,2004601,32
209Y1A0437,2004601,27
209Y1A0438,2004601,41
209Y1A0439,2004601,25
209Y1A0440,2004601,42
209Y1A0441,2004601,49
209Y1A0442,2004601,46
209Y1A0443,2004601,34
209Y1A0444,2004601,44
209Y1A0445,2004601,35
209Y1A0446,2004601,25
209Y1A0447,2004601,47
209Y1A0448,2004601,43
209Y1A0449,2004601,41
209Y1A0450,2004601,27
209Y1A0451,2004601,45
209Y1A0452,2004601,49
209Y1A0453,2004601,29
209Y1A0454,2004601,47
209Y1A0455,2004601,47
209Y1A0457,2004601,43
209Y1A0458,2004601,27
209Y1A0459,2004601,48
209Y1A0460,2004601,31
209Y1A0461,2004601,27
209Y1A0462,2004601,25
209Y1A0463,2004601,39
209Y1A0464,2004601,39
209Y1A0465,2004601,42
209Y1A0466,2004601,29
209Y1A0467,2004601,36
209Y1A0468,2004601,30
209Y1A0469,2004601,54
209Y1A0470,2004601,34
209Y1A0471,2004601,41
209Y1A0472,2004601,49
209Y1A0473,2004601,49
209Y1A0474,2004601,47
209Y1A0475,2004601,30
209Y1A0476,2004601,34
209Y1A0477,2004601,45
209Y1A0478,2004601,49
209Y1A0479,2004601,53
209Y1A0480,2004601,29
209Y1A0481,2004601,27
209Y1A0482,2004601,55
209Y1A0483,2004601,39
209Y1A0484,2004601,8
209Y1A0485,2004601,42
209Y1A0486,2004601,38
209Y1A0487,2004601,25
209Y1A0488,2004601,42
209Y1A0489,2004601,28
209Y1A0490,2004601,36
209Y1A0491,2004601,52
209Y1A0492,2004601,41
209Y1A0493,2004601,36
209Y1A0495,2004601,42
209Y1A0496,2004601,48
209Y1A0497,2004601,26
209Y1A0498,2004601,31
209Y1A0499,2004601,47
209Y1A04A0,2004601,46
209Y1A04A1,2004601,50
209Y1A04A2,2004601,50
209Y1A04A3,2004601,51
209Y1A04A4,2004601,46
209Y1A04A5,2004601,46
209Y1A04A6,2004601,46
209Y1A04A7,2004601,48
209Y1A04A8,2004601,48
209Y1A04A9,2004601,37
209Y1A04B0,2004601,45
209Y1A04B1,2004601,30
209Y1A04B2,2004601,43
209Y1A04B3,2004601,51
209Y1A04B4,2004601,49
209Y1A04B5,2004601,36
209Y1A04B6,2004601,46
209Y1A04B7,2004601,40
209Y1A04B8,2004601,44
209Y1A04B9,2004601,30
209Y1A04C0,2004601,29
209Y1A04C1,2004601,39
209Y1A04C2,2004601,45
209Y1A04C3,2004601,29
209Y1A04C4,2004601,33
209Y1A04C5,2004601,50
209Y1A04C6,2004601,43
209Y1A04C7,2004601,39
209Y1A04C8,2004601,48
209Y1A04C9,2004601,44
209Y1A04D0,2004601,41
209Y1A04D1,2004601,34
209Y1A04D2,2004601,33
209Y1A04D3,2004601,35
209Y1A04D5,2004601,48
209Y1A04D6,2004601,44
209Y1A04D7,2004601,55
209Y1A04D8,2004601,39
209Y1A04D9,2004601,55
209Y1A04E0,2004601,55
209Y1A04E1,2004601,40
209Y1A04E2,2004601,46
209Y1A04E3,2004601,51
209Y1A04E4,2004601,42
209Y1A04E5,2004601,46
209Y1A04E6,2004601,30
209Y1A04E7,2004601,49
209Y1A04E8,2004601,42
209Y1A04E9,2004601,34
209Y1A04F0,2004601,43
209Y1A04F1,2004601,45
209Y1A04F2,2004601,50
209Y1A04F3,2004601,51
209Y1A04F4,2004601,25
209Y1A04F5,2004601,38
209Y1A04F6,2004601,47
209Y1A04F7,2004601,36
209Y1A04F8,2004601,41
209Y1A04F9,2004601,37
219Y5A0401,2004601,28
219Y5A0402,2004601,36
219Y5A0403,2004601,43
219Y5A0404,2004601,36
219Y5A0405,2004601,42
219Y5A0406,2004601,31
219Y5A0407,2004601,38
219Y5A0408,2004601,30
219Y5A0409,2004601,37
219Y5A0410,2004601,36
219Y5A0411,2004601,48
219Y5A0412,2004601,30
219Y5A0413,2004601,45
219Y5A0414,2004601,32
219Y5A0415,2004601,38
219Y5A0416,2004601,49
219Y5A0417,2004601,51
219Y5A0418,2004601,33
199Y1A0439,2004506,24
199Y1A0433,2004506,34
199Y1A0433,2004602,40
199Y1A0439,2004602,49
209Y1A0401,2004602,53
209Y1A0402,2004602,57
209Y1A0403,2004602,43
209Y1A0404,2004602,58
209Y1A0405,2004602,54
209Y1A0406,2004602,58
209Y1A0407,2004602,47
209Y1A0408,2004602,57
209Y1A0409,2004602,56
209Y1A0410,2004602,54
209Y1A0411,2004602,52
209Y1A0412,2004602,53
209Y1A0413,2004602,54
209Y1A0414,2004602,55
209Y1A0416,2004602,55
209Y1A0417,2004602,58
209Y1A0418,2004602,57
209Y1A0419,2004602,38
209Y1A0420,2004602,55
209Y1A0421,2004602,34
209Y1A0422,2004602,56
209Y1A0423,2004602,53
209Y1A0424,2004602,56
209Y1A0425,2004602,50
209Y1A0426,2004602,54
209Y1A0427,2004602,56
209Y1A0428,2004602,56
209Y1A0429,2004602,39
209Y1A0430,2004602,57
209Y1A0431,2004602,58
209Y1A0432,2004602,49
209Y1A0433,2004602,56
209Y1A0434,2004602,52
209Y1A0435,2004602,50
209Y1A0436,2004602,53
209Y1A0437,2004602,49
209Y1A0438,2004602,55
209Y1A0439,2004602,43
209Y1A0440,2004602,57
209Y1A0441,2004602,58
209Y1A0442,2004602,58
209Y1A0443,2004602,57
209Y1A0444,2004602,46
209Y1A0445,2004602,57
209Y1A0446,2004602,41
209Y1A0447,2004602,58
209Y1A0448,2004602,57
209Y1A0449,2004602,57
209Y1A0450,2004602,41
209Y1A0451,2004602,57
209Y1A0452,2004602,57
209Y1A0453,2004602,50
209Y1A0454,2004602,58
209Y1A0455,2004602,57
209Y1A0457,2004602,55
209Y1A0458,2004602,49
209Y1A0459,2004602,56
209Y1A0460,2004602,35
209Y1A0461,2004602,55
209Y1A0462,2004602,54
209Y1A0463,2004602,54
209Y1A0464,2004602,47
209Y1A0465,2004602,56
209Y1A0466,2004602,46
209Y1A0467,2004602,52
209Y1A0468,2004602,47
209Y1A0469,2004602,56
209Y1A0470,2004602,56
209Y1A0471,2004602,54
209Y1A0472,2004602,55
209Y1A0473,2004602,55
209Y1A0474,2004602,57
209Y1A0475,2004602,54
209Y1A0476,2004602,51
209Y1A0477,2004602,53
209Y1A0478,2004602,54
209Y1A0479,2004602,56
209Y1A0480,2004602,51
209Y1A0481,2004602,52
209Y1A0482,2004602,54
209Y1A0483,2004602,52
209Y1A0484,2004602,39
209Y1A0485,2004602,49
209Y1A0486,2004602,50
209Y1A0487,2004602,42
209Y1A0488,2004602,56
209Y1A0489,2004602,49
209Y1A0490,2004602,48
209Y1A0491,2004602,57
209Y1A0492,2004602,50
209Y1A0493,2004602,54
209Y1A0495,2004602,58
209Y1A0496,2004602,54
209Y1A0497,2004602,48
209Y1A0498,2004602,50
209Y1A0499,2004602,55
209Y1A04A0,2004602,51
209Y1A04A1,2004602,57
209Y1A04A2,2004602,57
209Y1A04A3,2004602,57
209Y1A04A4,2004602,58
209Y1A04A5,2004602,55
209Y1A04A6,2004602,57
209Y1A04A7,2004602,56
209Y1A04A8,2004602,57
209Y1A04A9,2004602,43
209Y1A04B0,2004602,52
209Y1A04B1,2004602,51
209Y1A04B2,2004602,58
209Y1A04B3,2004602,56
209Y1A04B4,2004602,54
209Y1A04B5,2004602,38
209Y1A04B6,2004602,54
209Y1A04B7,2004602,48
209Y1A04B8,2004602,54
209Y1A04B9,2004602,53
209Y1A04C0,2004602,47
209Y1A04C1,2004602,53
209Y1A04C2,2004602,49
209Y1A04C3,2004602,50
209Y1A04C4,2004602,45
209Y1A04C5,2004602,56
209Y1A04C6,2004602,50
209Y1A04C7,2004602,30
209Y1A04C8,2004602,56
209Y1A04C9,2004602,46
209Y1A04D0,2004602,46
209Y1A04D1,2004602,44
209Y1A04D2,2004602,35
209Y1A04D3,2004602,51
209Y1A04D5,2004602,54
209Y1A04D6,2004602,56
209Y1A04D7,2004602,53
209Y1A04D8,2004602,40
209Y1A04D9,2004602,56
209Y1A04E0,2004602,55
209Y1A04E1,2004602,39
209Y1A04E2,2004602,54
209Y1A04E3,2004602,56
209Y1A04E4,2004602,55
209Y1A04E5,2004602,56
209Y1A04E6,2004602,54
209Y1A04E7,2004602,54
209Y1A04E8,2004602,49
209Y1A04E9,2004602,46
209Y1A04F0,2004602,35
209Y1A04F1,2004602,47
209Y1A04F2,2004602,58
209Y1A04F3,2004602,57
209Y1A04F4,2004602,31
209Y1A04F5,2004602,55
209Y1A04F6,2004602,52
209Y1A04F7,2004602,54
209Y1A04F8,2004602,53
209Y1A04F9,2004602,55
219Y5A0401,2004602,51
219Y5A0402,2004602,55
219Y5A0403,2004602,54
219Y5A0404,2004602,55
219Y5A0405,2004602,55
219Y5A0406,2004602,47
219Y5A0407,2004602,55
219Y5A0408,2004602,56
219Y5A0409,2004602,56
219Y5A0410,2004602,54
219Y5A0411,2004602,54
219Y5A0412,2004602,37
219Y5A0413,2004602,57
219Y5A0414,2004602,56
219Y5A0415,2004602,52
219Y5A0416,2004602,57
219Y5A0417,2004602,58
219Y5A0418,2004602,52
209Y1A0401,2004603,35
209Y1A0402,2004603,38
209Y1A0403,2004603,4
209Y1A0404,2004603,42
209Y1A0405,2004603,21
209Y1A0406,2004603,44
209Y1A0407,2004603,16
209Y1A0408,2004603,47
209Y1A0409,2004603,34
209Y1A0410,2004603,24
209Y1A0411,2004603,55
209Y1A0412,2004603,10
209Y1A0413,2004603,26
209Y1A0414,2004603,30
209Y1A0416,2004603,27
209Y1A0417,2004603,43
209Y1A0418,2004603,54
209Y1A0419,2004603,16
209Y1A0420,2004603,27
209Y1A0421,2004603,17
209Y1A0422,2004603,26
209Y1A0423,2004603,42
209Y1A0424,2004603,46
209Y1A0425,2004603,17
209Y1A0426,2004603,52
209Y1A0427,2004603,28
209Y1A0428,2004603,33
209Y1A0429,2004603,15
209Y1A0430,2004603,49
209Y1A0431,2004603,44
209Y1A0432,2004603,39
209Y1A0433,2004603,45
209Y1A0434,2004603,35
209Y1A0435,2004603,40
209Y1A0436,2004603,34
209Y1A0437,2004603,22
209Y1A0438,2004603,37
209Y1A0439,2004603,30
209Y1A0440,2004603,45
209Y1A0441,2004603,36
209Y1A0442,2004603,38
209Y1A0443,2004603,34
209Y1A0444,2004603,44
209Y1A0445,2004603,42
209Y1A0446,2004603,21
209Y1A0447,2004603,48
209Y1A0448,2004603,30
209Y1A0449,2004603,31
209Y1A0450,2004603,22
209Y1A0451,2004603,42
209Y1A0452,2004603,45
209Y1A0453,2004603,21
209Y1A0454,2004603,47
209Y1A0455,2004603,47
209Y1A0457,2004603,47
209Y1A0458,2004603,23
209Y1A0459,2004603,48
209Y1A0460,2004603,21
209Y1A0461,2004603,22
209Y1A0462,2004603,26
209Y1A0463,2004603,46
209Y1A0464,2004603,34
209Y1A0465,2004603,39
209Y1A0466,2004603,21
209Y1A0467,2004603,42
209Y1A0468,2004603,34
209Y1A0469,2004603,46
209Y1A0470,2004603,43
209Y1A0471,2004603,43
209Y1A0472,2004603,41
209Y1A0473,2004603,37
209Y1A0474,2004603,28
209Y1A0475,2004603,6
209Y1A0476,2004603,32
209Y1A0477,2004603,40
209Y1A0478,2004603,31
209Y1A0479,2004603,38
209Y1A0480,2004603,21
209Y1A0481,2004603,28
209Y1A0482,2004603,49
209Y1A0483,2004603,33
209Y1A0484,2004603,5
209Y1A0485,2004603,34
209Y1A0486,2004603,30
209Y1A0487,2004603,29
209Y1A0488,2004603,38
209Y1A0489,2004603,31
209Y1A0490,2004603,35
209Y1A0491,2004603,51
209Y1A0492,2004603,46
209Y1A0493,2004603,29
209Y1A0495,2004603,46
209Y1A0496,2004603,22
209Y1A0497,2004603,24
209Y1A0498,2004603,46
209Y1A0499,2004603,27
209Y1A04A0,2004603,34
209Y1A04A1,2004603,57
209Y1A04A2,2004603,24
209Y1A04A3,2004603,47
209Y1A04A4,2004603,38
209Y1A04A5,2004603,34
209Y1A04A6,2004603,47
209Y1A04A7,2004603,44
209Y1A04A8,2004603,40
209Y1A04A9,2004603,26
209Y1A04B0,2004603,29
209Y1A04B1,2004603,14
209Y1A04B2,2004603,31
209Y1A04B3,2004603,42
209Y1A04B4,2004603,31
209Y1A04B5,2004603,10
209Y1A04B6,2004603,28
209Y1A04B7,2004603,34
209Y1A04B8,2004603,24
209Y1A04B9,2004603,22
209Y1A04C0,2004603,28
209Y1A04C1,2004603,50
209Y1A04C2,2004603,47
209Y1A04C3,2004603,33
209Y1A04C4,2004603,44
209Y1A04C5,2004603,45
209Y1A04C6,2004603,21
209Y1A04C7,2004603,5
209Y1A04C8,2004603,38
209Y1A04C9,2004603,33
